,Team,Match Up,Game Date,Season,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
79,BKN,BKN @ NYK,04/06/2022,,W,240,110,41,93,44.1,14,41,34.1,14,18,77.8,13,36,49,28,7,6,14,26,12
80,DAL,DAL @ DET,04/06/2022,,W,240,131,45,80,56.3,15,33,45.5,26,34,76.5,8,33,41,28,8,1,10,24,18
81,DET,DET vs. DAL,04/06/2022,,L,240,113,35,82,42.7,11,30,36.7,32,35,91.4,11,31,42,26,7,5,11,21,-18
82,PHI,PHI @ IND,04/05/2022,,W,240,131,47,87,54.0,23,40,57.5,14,18,77.8,5,31,36,34,8,3,16,14,9
83,IND,IND vs. PHI,04/05/2022,,L,240,122,45,95,47.4,12,40,30.0,20,21,95.2,16,32,48,29,8,10,16,18,-9
84,CHI,CHI vs. MIL,04/05/2022,,L,240,106,42,98,42.9,9,33,27.3,13,13,100,13,29,42,22,8,2,15,21,-21
85,MIL,MIL @ CHI,04/05/2022,,W,240,127,46,87,52.9,12,35,34.3,23,25,92.0,8,39,47,32,8,8,14,19,21
86,OKC,OKC vs. POR,04/05/2022,,W,240,98,39,81,48.1,9,29,31.0,11,22,50.0,13,34,47,15,12,12,17,10,4
87,POR,POR @ OKC,04/05/2022,,L,240,94,35,83,42.2,11,32,34.4,13,16,81.3,10,30,40,24,10,6,17,19,-4
88,MIN,MIN vs. WAS,04/05/2022,,L,240,114,41,91,45.1,14,41,34.1,18,25,72.0,6,32,38,27,6,3,10,16,-18
89,WAS,WAS @ MIN,04/05/2022,,W,240,132,56,101,55.4,13,30,43.3,7,14,50.0,9,43,52,38,4,4,10,25,18
90,CHA,CHA @ MIA,04/05/2022,,L,240,115,45,85,52.9,12,38,31.6,13,18,72.2,7,24,31,34,8,3,15,18,-29
91,MIA,MIA vs. CHA,04/05/2022,,W,240,144,48,84,57.1,23,42,54.8,25,29,86.2,8,33,41,29,10,1,15,19,29
92,HOU,HOU @ BKN,04/05/2022,,L,240,105,40,99,40.4,11,43,25.6,14,25,56.0,18,30,48,18,8,6,11,20,-13
93,BKN,BKN vs. HOU,04/05/2022,,W,240,118,39,86,45.3,15,37,40.5,25,27,92.6,12,40,52,22,6,9,17,23,13
94,ATL,ATL @ TOR,04/05/2022,,L,240,108,43,94,45.7,14,37,37.8,8,12,66.7,10,33,43,31,5,4,7,22,-10
95,TOR,TOR vs. ATL,04/05/2022,,W,240,118,44,101,43.6,9,35,25.7,21,31,67.7,20,40,60,20,6,5,8,14,10
96,PHX,PHX vs. LAL,04/05/2022,,W,240,121,50,102,49.0,14,39,35.9,7,9,77.8,11,42,53,38,10,4,14,22,11
97,LAL,LAL @ PHX,04/05/2022,,L,240,110,39,86,45.3,9,29,31.0,23,30,76.7,7,39,46,22,7,3,16,14,-11
98,ORL,ORL vs. CLE,04/05/2022,,W,240,120,47,93,50.5,16,35,45.7,10,15,66.7,8,35,43,31,9,8,7,19,5
99,CLE,CLE @ ORL,04/05/2022,,L,240,115,42,86,48.8,16,36,44.4,15,22,68.2,9,38,47,25,6,4,12,11,-5
100,NOP,NOP @ SAC,04/05/2022,,W,240,123,45,88,51.1,12,25,48.0,21,26,80.8,14,30,44,26,13,2,13,20,14
101,SAC,SAC vs. NOP,04/05/2022,,L,240,109,39,76,51.3,11,30,36.7,20,22,90.9,3,31,34,28,4,3,15,20,-14
102,MEM,MEM @ UTA,04/05/2022,,L,265,115,39,101,38.6,13,31,41.9,24,29,82.8,10,41,51,26,13,7,13,29,-6
103,UTA,UTA vs. MEM,04/05/2022,,W,265,121,40,96,41.7,12,38,31.6,29,43,67.4,13,48,61,23,8,8,17,21,6
104,SAS,SAS @ DEN,04/05/2022,,W,240,116,44,89,49.4,12,26,46.2,16,24,66.7,5,43,48,31,6,3,11,14,19
105,DEN,DEN vs. SAS,04/05/2022,,L,240,97,41,98,41.8,7,33,21.2,8,12,66.7,10,41,51,22,4,2,11,19,-19
106,NYK,NYK @ ORL,04/03/2022,,W,240,118,45,93,48.4,15,44,34.1,13,16,81.3,13,43,56,29,9,7,10,22,30
107,ORL,ORL vs. NYK,04/03/2022,,L,240,88,30,85,35.3,12,44,27.3,16,27,59.3,8,32,40,18,5,2,11,12,-30
108,LAC,LAC vs. NOP,04/03/2022,,W,240,119,45,95,47.4,21,44,47.7,8,10,80.0,12,29,41,33,10,5,10,21,19
109,NOP,NOP @ LAC,04/03/2022,,L,240,100,35,87,40.2,9,24,37.5,21,27,77.8,19,35,54,22,4,5,16,13,-19
110,GSW,GSW @ SAC,04/03/2022,,W,240,109,41,79,51.9,16,34,47.1,11,15,73.3,7,40,47,29,8,8,17,28,19
111,SAC,SAC vs. GSW,04/03/2022,,L,240,90,31,81,38.3,7,33,21.2,21,24,87.5,6,29,35,19,5,1,13,15,-19
112,DET,DET @ IND,04/03/2022,,W,240,121,43,99,43.4,21,41,51.2,14,18,77.8,10,28,38,31,11,4,12,19,4
113,IND,IND vs. DET,04/03/2022,,L,240,117,45,94,47.9,12,38,31.6,15,19,78.9,17,41,58,33,6,11,19,21,-4
114,MIA,MIA @ TOR,04/03/2022,,W,240,114,41,79,51.9,18,38,47.4,14,22,63.6,8,30,38,30,9,4,17,21,5
115,TOR,TOR vs. MIA,04/03/2022,,L,240,109,35,83,42.2,12,39,30.8,27,34,79.4,10,28,38,19,12,1,17,20,-5
116,MIN,MIN @ HOU,04/03/2022,,W,240,139,51,86,59.3,17,41,41.5,20,25,80.0,7,25,32,32,13,6,19,27,7
117,HOU,HOU vs. MIN,04/03/2022,,L,240,132,48,85,56.5,16,40,40.0,20,29,69.0,11,25,36,28,8,4,24,24,-7
118,LAL,LAL vs. DEN,04/03/2022,,L,240,118,49,92,53.3,6,20,30.0,14,21,66.7,6,34,40,31,4,5,13,25,-11
119,DEN,DEN @ LAL,04/03/2022,,W,240,129,47,82,57.3,12,31,38.7,23,29,79.3,6,32,38,33,10,5,12,18,11
120,DAL,DAL @ MIL,04/03/2022,,W,240,118,39,76,51.3,16,38,42.1,24,27,88.9,2,36,38,28,7,3,14,20,6
121,MIL,MIL vs. DAL,04/03/2022,,L,240,112,42,95,44.2,15,40,37.5,13,18,72.2,10,26,36,25,9,1,9,22,-6
122,WAS,WAS @ BOS,04/03/2022,,L,240,102,38,82,46.3,8,21,38.1,18,20,90.0,7,25,32,21,4,2,12,14,-42
123,BOS,BOS vs. WAS,04/03/2022,,W,240,144,56,91,61.5,23,44,52.3,9,13,69.2,7,32,39,39,6,5,8,20,42
124,SAS,SAS vs. POR,04/03/2022,,W,240,113,38,84,45.2,14,42,33.3,23,30,76.7,10,41,51,25,9,1,13,18,21
125,POR,POR @ SAS,04/03/2022,,L,240,92,33,84,39.3,16,45,35.6,10,15,66.7,7,32,39,22,7,4,14,22,-21
126,OKC,OKC vs. PHX,04/03/2022,,W,240,117,43,87,49.4,17,41,41.5,14,18,77.8,12,42,54,33,7,4,18,18,21
127,PHX,PHX @ OKC,04/03/2022,,L,240,96,37,89,41.6,7,38,18.4,15,17,88.2,6,27,33,22,14,4,11,17,-21
128,PHI,PHI @ CLE,04/03/2022,,W,240,112,33,80,41.3,11,31,35.5,35,42,83.3,12,38,50,23,7,8,14,19,4
129,CLE,CLE vs. PHI,04/03/2022,,L,240,108,35,78,44.9,15,33,45.5,23,31,74.2,7,34,41,24,10,3,12,28,-4
130,GSW,GSW vs. UTA,04/02/2022,,W,240,111,40,84,47.6,20,48,41.7,11,12,91.7,6,35,41,30,5,6,11,22,4
131,UTA,UTA @ GSW,04/02/2022,,L,240,107,38,89,42.7,15,46,32.6,16,22,72.7,12,35,47,19,8,2,13,17,-4
132,MIA,MIA @ CHI,04/02/2022,,W,240,127,44,82,53.7,17,34,50.0,22,27,81.5,5,36,41,28,4,1,9,21,18
133,CHI,CHI vs. MIA,04/02/2022,,L,240,109,37,86,43.0,9,34,26.5,26,29,89.7,11,28,39,21,5,4,6,19,-18
134,ATL,ATL vs. BKN,04/02/2022,,W,240,122,36,86,41.9,13,41,31.7,37,49,75.5,10,44,54,18,10,4,7,18,7
135,BKN,BKN @ ATL,04/02/2022,,L,240,115,42,99,42.4,17,37,45.9,14,19,73.7,10,42,52,17,5,3,13,29,-7
136,NYK,NYK vs. CLE,04/02/2022,,L,240,101,31,77,40.3,13,30,43.3,26,34,76.5,6,29,35,19,6,4,11,19,-18
137,CLE,CLE @ NYK,04/02/2022,,W,240,119,44,81,54.3,15,34,44.1,16,21,76.2,7,36,43,26,6,3,12,24,18
138,PHI,PHI vs. CHA,04/02/2022,,W,240,144,53,87,60.9,21,43,48.8,17,21,81.0,10,37,47,38,10,5,19,18,30
139,CHA,CHA @ PHI,04/02/2022,,L,240,114,42,87,48.3,11,30,36.7,19,24,79.2,7,25,32,34,14,1,17,18,-30
140,LAL,LAL vs. NOP,04/01/2022,,L,240,111,39,82,47.6,11,27,40.7,22,31,71.0,7,33,40,24,10,1,17,24,-3
141,NOP,NOP @ LAL,04/01/2022,,W,240,114,41,79,51.9,7,26,26.9,25,29,86.2,4,33,37,23,8,4,15,21,3
142,DEN,DEN vs. MIN,04/01/2022,,L,240,130,46,86,53.5,12,35,34.3,26,29,89.7,10,34,44,36,7,2,18,23,-6
143,MIN,MIN @ DEN,04/01/2022,,W,240,136,43,86,50.0,19,40,47.5,31,36,86.1,10,28,38,26,14,4,12,23,6
144,POR,POR @ SAS,04/01/2022,,L,240,111,41,92,44.6,15,35,42.9,14,20,70.0,12,30,42,27,12,2,12,20,-19
145,SAS,SAS vs. POR,04/01/2022,,W,240,130,46,81,56.8,16,37,43.2,22,28,78.6,8,36,44,34,9,6,15,16,19
146,PHX,PHX @ MEM,04/01/2022,,L,240,114,47,86,54.7,10,27,37.0,10,17,58.8,2,37,39,27,8,4,20,25,-8
147,MEM,MEM vs. PHX,04/01/2022,,W,240,122,46,102,45.1,7,24,29.2,23,28,82.1,16,32,48,30,7,2,11,18,8
148,SAC,SAC @ HOU,04/01/2022,,W,240,122,42,81,51.9,12,28,42.9,26,34,76.5,8,39,47,29,6,11,13,19,5
149,HOU,HOU vs. SAC,04/01/2022,,L,240,117,41,97,42.3,17,45,37.8,18,26,69.2,15,30,45,26,9,7,11,25,-5
150,LAC,LAC @ MIL,04/01/2022,,W,240,153,56,92,60.9,23,43,53.5,18,24,75.0,8,28,36,34,9,7,10,17,34
151,MIL,MIL vs. LAC,04/01/2022,,L,240,119,50,94,53.2,8,25,32.0,11,18,61.1,13,25,38,30,6,5,15,19,-34
152,TOR,TOR @ ORL,04/01/2022,,W,240,102,36,86,41.9,13,42,31.0,17,20,85.0,10,31,41,21,13,3,10,14,13
153,ORL,ORL vs. TOR,04/01/2022,,L,240,89,34,79,43.0,11,35,31.4,10,11,90.9,9,36,45,24,6,4,22,14,-13
154,DET,DET @ OKC,04/01/2022,,W,240,110,40,94,42.6,15,48,31.3,15,18,83.3,8,36,44,29,9,8,8,20,9
155,OKC,OKC vs. DET,04/01/2022,,L,240,101,36,84,42.9,11,34,32.4,18,29,62.1,12,42,54,24,1,8,17,15,-9
156,IND,IND @ BOS,04/01/2022,,L,240,123,42,81,51.9,17,36,47.2,22,23,95.7,8,22,30,25,9,3,16,30,-5
157,BOS,BOS vs. IND,04/01/2022,,W,240,128,45,83,54.2,12,33,36.4,26,28,92.9,11,29,40,29,7,4,16,19,5
158,WAS,WAS vs. DAL,04/01/2022,,W,240,135,49,90,54.4,17,33,51.5,20,22,90.9,8,37,45,33,7,4,9,19,32
159,DAL,DAL @ WAS,04/01/2022,,L,240,103,34,78,43.6,11,38,28.9,24,26,92.3,5,31,36,14,3,3,13,16,-32
160,CHI,CHI vs. LAC,03/31/2022,,W,265,135,50,102,49.0,10,29,34.5,25,32,78.1,13,37,50,24,6,3,8,17,5
161,LAC,LAC @ CHI,03/31/2022,,L,265,130,45,90,50.0,16,36,44.4,24,26,92.3,4,36,40,26,7,5,12,24,-5
162,MIL,MIL @ BKN,03/31/2022,,W,265,120,40,89,44.9,12,41,29.3,28,34,82.4,11,46,57,17,12,3,23,14,1
163,BKN,BKN vs. MIL,03/31/2022,,L,265,119,45,97,46.4,18,37,48.6,11,16,68.8,5,36,41,31,12,7,16,25,-1
164,ATL,ATL vs. CLE,03/31/2022,,W,240,131,45,91,49.5,17,39,43.6,24,28,85.7,12,36,48,27,7,4,9,22,24
165,CLE,CLE @ ATL,03/31/2022,,L,240,107,39,90,43.3,7,30,23.3,22,28,78.6,15,32,47,19,6,5,14,20,-24
166,DET,DET vs. PHI,03/31/2022,,W,240,102,41,82,50.0,10,35,28.6,10,15,66.7,5,33,38,26,11,4,10,21,8
167,PHI,PHI @ DET,03/31/2022,,L,240,94,31,69,44.9,7,26,26.9,25,28,89.3,4,35,39,22,8,9,15,17,-8
168,LAL,LAL @ UTA,03/31/2022,,L,240,109,41,83,49.4,7,25,28.0,20,28,71.4,9,31,40,18,5,3,11,21,-13
169,UTA,UTA vs. LAL,03/31/2022,,W,240,122,46,90,51.1,15,44,34.1,15,24,62.5,9,32,41,25,7,2,8,20,13
170,PHX,PHX @ GSW,03/30/2022,,W,240,107,38,92,41.3,7,28,25.0,24,30,80.0,12,34,46,20,9,1,14,19,4
171,GSW,GSW vs. PHX,03/30/2022,,L,240,103,35,83,42.2,13,38,34.2,20,25,80.0,10,38,48,26,7,4,21,24,-4
172,NOP,NOP @ POR,03/30/2022,,W,240,117,40,78,51.3,6,24,25.0,31,39,79.5,12,28,40,26,16,6,14,16,10
173,POR,POR vs. NOP,03/30/2022,,L,240,107,39,85,45.9,14,42,33.3,15,18,83.3,13,28,41,30,7,4,22,27,-10
174,SAS,SAS vs. MEM,03/30/2022,,L,240,111,42,83,50.6,14,35,40.0,13,16,81.3,7,30,37,26,8,1,15,13,-1
175,MEM,MEM @ SAS,03/30/2022,,W,240,112,44,91,48.4,16,39,41.0,8,11,72.7,12,28,40,26,8,5,14,15,1
176,HOU,HOU vs. SAC,03/30/2022,,L,240,118,43,94,45.7,13,42,31.0,19,25,76.0,12,39,51,23,7,4,18,34,-3
177,SAC,SAC @ HOU,03/30/2022,,W,240,121,44,95,46.3,7,26,26.9,26,36,72.2,13,31,44,21,7,10,9,21,3
178,MIA,MIA @ BOS,03/30/2022,,W,240,106,38,79,48.1,13,34,38.2,17,25,68.0,4,38,42,27,9,6,18,23,8
179,BOS,BOS vs. MIA,03/30/2022,,L,240,98,35,85,41.2,11,37,29.7,17,23,73.9,8,36,44,27,9,1,18,22,-8
180,ATL,ATL @ OKC,03/30/2022,,W,240,136,49,91,53.8,18,39,46.2,20,22,90.9,6,37,43,28,10,4,13,19,18
181,OKC,OKC vs. ATL,03/30/2022,,L,240,118,41,87,47.1,17,41,41.5,19,27,70.4,10,32,42,31,5,2,18,17,-18
182,CHA,CHA @ NYK,03/30/2022,,W,240,125,49,90,54.4,12,35,34.3,15,17,88.2,8,32,40,39,7,3,12,21,11
183,NYK,NYK vs. CHA,03/30/2022,,L,240,114,40,85,47.1,16,44,36.4,18,26,69.2,11,32,43,23,5,5,14,19,-11
184,IND,IND vs. DEN,03/30/2022,,L,240,118,44,97,45.4,12,40,30.0,18,23,78.3,18,19,37,29,11,4,8,21,-7
185,DEN,DEN @ IND,03/30/2022,,W,240,125,50,80,62.5,12,28,42.9,13,14,92.9,8,35,43,33,6,4,20,20,7
